Category 1,Category 2,Indicator short code,Indicator name,Indicator units,Indicator currency
MACRO DATA,CONSUMPTION,gge_usd,"General government expenditure , in million current US$",Millions,US$
INDICATORS,FINANCING SOURCES GROUPS,che_ppp,"Current Health Expenditure (CHE), in million current international $ (PPP)",Millions,Int$ (PPP)
INDICATORS,FINANCING SOURCES GROUPS,gghed_ppp,"Domestic General Government Health Expenditure (GGHE-D), in million current international $ (PPP)",Millions,Int$ (PPP)
INDICATORS,FINANCING SOURCES GROUPS,pvtd_ppp,"Domestic Private Health Expenditure (PVT-D), in million current international $ (PPP)",Millions,Int$ (PPP)
INDICATORS,FINANCING SOURCES GROUPS,ext_ppp,"External Health Expenditure (EXT), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs_ppp,"Current health expenditure by revenues of health care financing schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs1_ppp,"Transfers from government domestic revenue (allocated to health purposes), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs11_ppp,"Internal transfers and grants, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs12_ppp,"Transfers by government on behalf of specific groups, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs13_ppp,"Subsidies, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs14_ppp,"Other transfers from government domestic revenue, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs2_ppp,"Transfers distributed by government from foreign origin, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs3_ppp,"Social insurance contributions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs31_ppp,"Social insurance contributions from employees, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs32_ppp,"Social insurance contributions from employers, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs33_ppp,"Social insurance contributions from self-employed, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs34_ppp,"Other social insurance contributions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs4_ppp,"Compulsory prepayment (Other, and unspecified, than FS.3), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs5_ppp,"Voluntary prepayment, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs6_ppp,"Other domestic revenues n.e.c., in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs61_ppp,"Other revenues from households n.e.c., in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs62_ppp,"Other revenues from corporations n.e.c., in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs63_ppp,"Other revenues from NPISH n.e.c., in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs6nec_ppp,"Unspecified other domestic revenues (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fs7_ppp,"Direct foreign transfers, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,REVENUES,fsnec_ppp,"Unspecified revenues of health care financing schemes (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf_ppp,"Current health expenditure by financing schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1_ppp,"Government schemes and compulsory contributory health care financing schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf11_ppp,"Government schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12_ppp,"Compulsory contributory health insurance schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf121_ppp,"Social health insurance schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf122_ppp,"Compulsory private insurance schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12nec_ppp,"Unspecified compulsory contributory health insurance schemes (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf13_ppp,"Compulsory Medical Saving Accounts (CMSA), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1nec_ppp,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2_ppp,"Voluntary health care payment schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf21_ppp,"Voluntary health insurance schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf22_ppp,"NPISH financing schemes (including development agencies), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf23_ppp,"Enterprise financing schemes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2nec_ppp,"Unspecified voluntary health care payment schemes (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf3_ppp,"Household out-of-pocket payment, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf4_ppp,"Rest of the world financing schemes (non-resident), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hfnec_ppp,"Unspecified financing schemes (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_ppp,"Current health expenditure by Health Care Functions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_ppp,"Curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_ppp,"Inpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_ppp,"Day curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_ppp,"Outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_ppp,"General outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_ppp,"Dental outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_ppp,"Specialised outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_ppp,"Unspecified outpatient curative care (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_ppp,"Home-based curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_ppp,"Unspecified curative care (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_ppp,"Rehabilitative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_ppp,"Long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_ppp,"Inpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_ppp,"Day long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_ppp,"Outpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_ppp,"Home-based long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_ppp,"Unspecified long-term care (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_ppp,"Ancillary services (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_ppp,"Medical goods (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_ppp,"Preventive care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_ppp,"Immunization Programmes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_ppp,"Governance, and health system and financing administration, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_ppp,"Other health care services not elsewhere classified (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_gghed_ppp,"Domestic general government health expenditure by Health Care Functions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_gghed_ppp,"Domestic General Government Expenditure on Curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_gghed_ppp,"Domestic General Government Expenditure on Inpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_gghed_ppp,"Domestic General Government Expenditure on Day curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_gghed_ppp,"Domestic General Government Expenditure on Outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_gghed_ppp,"Domestic General Government Expenditure on General outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_gghed_ppp,"Domestic General Government Expenditure on Dental outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_gghed_ppp,"Domestic General Government Expenditure on Specialised outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_gghed_ppp,"Domestic General Government Expenditure on Outpatient curative care n.e.c., in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_gghed_ppp,"Domestic General Government on Home-based curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_gghed_ppp,"Domestic General Government Expenditure on Other curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_gghed_ppp,"Domestic General Government Expenditure on Rehabilitative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_gghed_ppp,"Domestic General Government Expenditure on Long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_gghed_ppp,"Domestic General Government Expenditure on Inpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_gghed_ppp,"Domestic General Government Expenditure on Day long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_gghed_ppp,"Domestic General Government Expenditure on Outpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_gghed_ppp,"Domestic General Government Expenditure on Home-based long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_gghed_ppp,"Domestic General Government Expenditure on Other Long-Term Care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_gghed_ppp,"Domestic General Government Expenditure on Ancillary services (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_gghed_ppp,"Domestic General Government Expenditure on Medical goods (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_gghed_ppp,"Domestic General Government Expenditure on Preventive care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_gghed_ppp,"Domestic General Government Expenditure on Immunization Programmes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_gghed_ppp,"Domestic General Government Expenditure on Governance, health system & financing administration, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_gghed_ppp,"Domestic General Government Expenditure on Other health care services (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_ext_ppp,"External health expenditure by Health Care Functions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_ext_ppp,"External Expenditure on Curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_ext_ppp,"External Expenditure on Inpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_ext_ppp,"External Expenditure on Day curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_ext_ppp,"External Expenditure on Outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_ext_ppp,"External Expenditure on General outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_ext_ppp,"External Expenditure on Dental outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_ext_ppp,"External Expenditure on Specialised outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_ext_ppp,"External Expenditure on Outpatient curative care n.e.c., in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_ext_ppp,"External Expenditure on Home-based curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_ext_ppp,"External Expenditure on Other curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_ext_ppp,"External Expenditure on Rehabilitative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_ext_ppp,"External Expenditure on Long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_ext_ppp,"External Expenditure on Inpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_ext_ppp,"External Expenditure on Day long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_ext_ppp,"External Expenditure on Outpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_ext_ppp,"External Expenditure on Home-based long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_ext_ppp,"External Expenditure on Other Long-Term Care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_ext_ppp,"External Expenditure on Ancillary services (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_ext_ppp,"External Expenditure on Medical goods (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_ext_ppp,"External Expenditure on Preventive care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_ext_ppp,"External sources of funding on Immunization Programmes , in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_ext_ppp,"External Expenditure on Governance, health system & financing administration, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_ext_ppp,"External Expenditure on Other health care services (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_pvtd_ppp,"Domestic Private Health Expenditure by Health Care Functions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_pvtd_ppp,"Domestic Private Expenditure on Curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_pvtd_ppp,"Domestic Private Expenditure on Inpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_pvtd_ppp,"Domestic Private Expenditure on Day curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_pvtd_ppp,"Domestic Private Expenditure on Outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_pvtd_ppp,"Domestic Private Expenditure on General outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_pvtd_ppp,"Domestic Private Expenditure on Dental outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_pvtd_ppp,"Domestic Private Expenditure on Specialised outpatient curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_pvtd_ppp,"Domestic Private Expenditure on Outpatient curative care n.e.c., in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_pvtd_ppp,"Domestic Private Expenditure on Home-based curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_pvtd_ppp,"Domestic Private Expenditure on Other curative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_pvtd_ppp,"Domestic Private Expenditure on Rehabilitative care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_pvtd_ppp,"Domestic Private Expenditure on Long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_pvtd_ppp,"Domestic Private Expenditure on Inpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_pvtd_ppp,"Domestic Private Expenditure on Day long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_pvtd_ppp,"Domestic Private Expenditure on Outpatient long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_pvtd_ppp,"Domestic Private Expenditure on Home-based long-term care (health), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_pvtd_ppp,"Domestic Private Expenditure on Other Long-Term Care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_pvtd_ppp,"Domestic Private Expenditure on Ancillary services (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_pvtd_ppp,"Domestic Private Expenditure on Medical goods (non-specified by function), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_pvtd_ppp,"Domestic Private Expenditure on Preventive care, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_pvtd_ppp,"Domestic Private Expenditure on Immunization Programmes, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_pvtd_ppp,"Domestic Private Expenditure on Governance, health system & financing administration, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_pvtd_ppp,"Domestic Private Expenditure on Other health care services (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_ppp,"Current health expenditure by Diseases and Conditions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_ppp,"Infectious and Parasitic Diseases, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_ppp,"HIV/AIDS and Other Sexually Transmitted Diseases (STDs), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_ppp,"Tuberculosis (TB), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_ppp,"Malaria, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_ppp,"Neglected Tropical Diseases (NTDs), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_ppp,"Reproductive Health, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_ppp,"Maternal Conditions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_ppp,"Contraceptive Management (Family Planning), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_ppp,"Nutritional Deficiencies, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_ppp,"Noncommunicable Diseases (NCDs), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_ppp,"Injuries, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_ppp,"Other and unspecified Diseases and Conditions (n.e.c.), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_gghed_ppp,"Domestic general government health expenditure by Diseases and Conditions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_gghed_ppp,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_gghed_ppp,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_gghed_ppp,"Domestic General Government Expenditure on Tuberculosis (TB), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_gghed_ppp,"Domestic General Government Expenditure on Malaria, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_gghed_ppp,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_gghed_ppp,"Domestic General Government Expenditure on Reproductive Health, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_gghed_ppp,"Domestic General Government Expenditure on Maternal Conditions, in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_gghed_ppp,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in million current international $ (PPP)",Millions,Int$ (PPP)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_gghed_ppp,"Domestic General Government Expenditure on Nutritional Deficiencies, in million current international $ (PPP)",Millions,Int$ (PPP)
